ages,list_price,num_reviews,piece_count,play_star_rating,review_difficulty,star_rating,theme_name,val_star_rating,country,Id
16,21.9478,89,24,2.9,2,2.5,6,2.2,15,2400
7,179.7971,52,1363,3.2,0,3.8,25,4.0,18,2401
11,48.7878,0,69,0.0,5,0.0,13,0.0,2,2402
26,109.7878,5,775,4.8,1,4.8,34,4.4,0,2403
7,354.9929,19,3444,4.9,1,5.0,37,4.9,17,2404
13,24.99,0,85,0.0,5,0.0,21,0.0,20,2405
20,15.1924,0,84,0.0,5,0.0,26,0.0,1,2406
16,24.99,13,157,4.4,2,4.6,6,4.2,20,2407
23,45.1278,13,375,4.7,2,4.8,25,4.7,12,2408
26,79.99,56,659,4.6,0,4.6,34,3.9,20,2409
25,32.4,2,360,4.0,0,4.0,16,3.5,7,2410
5,71.298,7,597,3.7,0,4.9,1,4.4,4,2411
11,28.9971,0,32,0.0,5,0.0,13,0.0,18,2412
23,18.2878,7,38,4.1,2,4.3,12,3.7,2,2413
16,30.439,35,249,4.6,2,4.9,6,4.8,9,2414
29,195.1878,31,1416,4.6,0,4.8,34,4.4,6,2415
26,27.986,27,305,4.6,2,4.6,34,4.4,11,2416
22,32.4,2,374,4.0,2,3.5,8,4.0,7,2417
23,36.5878,6,76,4.2,2,4.5,12,3.4,12,2418
13,9.99,8,47,3.9,4,4.0,21,3.9,20,2419
11,73.1878,11,52,4.9,2,4.7,13,4.4,10,2420
14,18.258,24,1,4.3,4,4.1,7,3.5,4,2421
13,27.986,0,95,0.0,5,0.0,21,0.0,11,2422
9,13.986,0,18,0.0,5,0.0,13,0.0,11,2423
17,63.8929,1,266,5.0,1,5.0,21,5.0,17,2424
23,41.986,5,267,3.6,2,3.2,37,3.4,11,2425
24,24.3878,5,247,5.0,0,4.6,26,4.8,12,2426
9,22.7924,6,24,2.2,0,2.2,13,3.2,1,2427
26,19.99,2,208,4.5,0,4.5,28,4.0,20,2428
16,70.1922,9,561,3.9,2,3.3,6,3.6,3,2429
23,30.4878,8,204,4.1,0,4.4,37,4.1,12,2430
19,67.0878,4,360,4.8,0,5.0,22,4.3,6,2431
26,62.986,24,358,4.7,2,4.6,34,3.7,11,2432
23,24.3878,2,140,4.5,2,4.0,39,4.0,14,2433
7,199.99,94,1685,4.0,0,4.7,34,4.3,20,2434
0,12.1878,4,126,2.0,2,5.0,4,4.5,19,2435
11,38.987,0,29,0.0,5,0.0,13,0.0,16,2436
11,18.2878,1,15,3.0,2,4.0,13,3.0,10,2437
18,853.9878,7,2631,4.7,2,4.6,32,3.6,13,2438
11,36.0,3,48,5.0,4,5.0,13,5.0,7,2439
23,42.6878,12,293,4.9,0,4.8,37,4.6,13,2440
11,48.739,3,48,5.0,4,5.0,13,5.0,9,2441
14,25.398000000000003,2,213,5.0,4,5.0,7,5.0,4,2442
16,60.93899999999999,10,169,4.3,4,4.1,6,3.6,9,2443
23,30.439,8,217,4.1,2,3.6,38,4.1,9,2444
23,29.99,7,358,4.7,0,4.7,25,4.8,20,2445
14,24.3878,2,213,5.0,4,5.0,7,5.0,8,2446
13,10.1322,8,47,3.9,4,4.0,21,3.9,3,2447
22,18.2878,5,223,4.7,2,4.4,8,5.0,6,2448
23,121.9878,6,267,4.7,0,4.3,12,4.0,12,2449
16,12.1878,12,88,4.5,2,4.9,6,4.6,12,2450
19,158.5878,45,610,4.4,0,4.4,6,4.0,10,2451
25,49.6929,6,460,4.5,0,4.3,16,4.2,17,2452
7,341.5878,19,3444,4.9,1,5.0,37,4.9,2,2453
23,42.5929,23,375,4.4,0,4.6,25,3.9,17,2454
8,280.5878,228,4295,4.2,1,4.8,9,4.6,8,2455
13,32.9278,1,95,5.0,4,5.0,21,4.0,6,2456
26,103.6878,9,643,4.4,0,4.8,37,3.5,13,2457
9,6.0878,0,6,0.0,5,0.0,13,0.0,14,2458
23,58.4922,9,563,4.7,2,4.6,10,4.4,3,2459
16,12.0,40,2,4.1,4,3.9,6,2.8,7,2460
29,143.952,15,1403,4.5,0,4.8,38,4.8,5,2461
14,15.1924,24,1,4.3,4,4.1,7,3.5,1,2462
5,91.439,7,597,3.7,0,4.9,1,4.4,9,2463
19,42.5929,3,246,5.0,2,4.0,17,4.0,17,2464
3,28.0722,0,1,0.0,5,0.0,24,0.0,3,2465
13,36.5878,1,151,5.0,2,5.0,21,5.0,13,2466
3,243.9878,1,1,5.0,0,4.0,24,3.0,2,2467
23,60.9878,5,425,3.2,0,3.2,37,2.6,0,2468
23,30.439,7,142,4.4,2,4.7,39,4.6,9,2469
24,45.5924,6,387,4.2,2,4.7,26,4.2,1,2470
18,439.1878,2,4900,5.0,2,5.0,32,5.0,10,2471
22,19.99,2,241,4.5,2,5.0,8,5.0,20,2472
19,86.9971,5,575,5.0,0,5.0,17,5.0,18,2473
19,49.6929,10,374,3.9,2,4.0,6,3.3,17,2474
26,85.7922,5,775,4.8,1,4.8,34,4.4,3,2475
0,24.3878,0,209,0.0,5,0.0,4,0.0,0,2476
19,19.99,9,197,3.9,2,4.2,10,3.9,20,2477
16,12.1878,40,2,4.1,4,3.9,6,2.8,0,2478
9,18.2878,0,41,0.0,5,0.0,13,0.0,19,2479
19,18.2878,6,99,4.6,4,5.0,34,4.4,13,2480
8,115.8878,66,1167,4.5,0,4.9,9,4.7,12,2481
19,91.1924,3,585,4.3,1,4.3,15,3.3,1,2482
22,73.1878,0,488,0.0,5,0.0,17,0.0,2,2483
0,12.987,5,143,4.6,2,5.0,4,5.0,16,2484
0,12.432,1,149,2.0,4,3.0,4,4.0,5,2485
22,22.7924,1,225,5.0,2,4.0,8,4.0,1,2486
29,56.7929,4,552,4.3,1,4.8,29,4.3,17,2487
26,48.7878,21,494,4.6,0,4.5,38,4.8,10,2488
26,134.1878,23,1047,4.7,0,4.7,37,4.3,10,2489
9,4.99,0,6,0.0,5,0.0,13,0.0,20,2490
0,12.1878,1,113,5.0,2,5.0,4,5.0,12,2491
19,142.87,16,919,4.5,0,4.6,6,4.6,16,2492
0,24.0,1,234,3.0,2,5.0,4,5.0,7,2493
7,116.9922,52,1363,3.2,0,3.8,25,4.0,3,2494
3,54.8878,1,1,5.0,4,5.0,24,5.0,9,2495
23,18.258,10,161,4.7,2,4.9,40,4.7,4,2496
0,14.1929,3,119,4.5,2,5.0,4,4.5,17,2497
14,24.3878,8,303,4.8,2,4.9,7,4.9,12,2498
22,31.1922,9,286,4.5,2,4.4,23,4.1,3,2499
19,103.6878,3,585,4.3,1,4.3,15,3.3,10,2500
11,30.3924,1,37,5.0,4,5.0,13,5.0,1,2501
25,146.339,17,1124,4.8,0,4.8,17,4.5,9,2502
22,21.899,27,174,4.5,2,4.7,8,4.7,9,2503
19,36.539,1,229,5.0,0,5.0,17,5.0,9,2504
16,57.552,10,169,4.3,4,4.1,6,3.6,5,2505
26,33.552,3,85,4.7,2,4.7,34,4.7,5,2506
26,34.99,13,448,3.9,0,4.4,37,4.1,20,2507
26,85.3878,6,557,4.2,1,4.3,34,4.4,12,2508
29,73.1878,8,876,4.7,0,5.0,38,4.6,0,2509
11,18.2878,1,15,3.0,2,4.0,13,3.0,13,2510
5,69.99,83,962,3.7,0,4.5,19,4.2,20,2511
2,153.986,7,1151,4.0,1,4.9,39,4.7,11,2512
11,24.3878,1,19,3.0,5,4.0,13,4.0,14,2513
19,61.098,3,380,4.3,0,4.3,15,3.3,4,2514
0,12.1524,3,119,4.5,2,5.0,4,4.5,1,2515
26,68.3924,7,521,4.7,0,4.3,38,5.0,1,2516
23,54.8878,2,156,4.5,2,4.5,12,3.5,15,2517
23,73.139,6,400,4.8,2,4.3,25,4.5,9,2518
22,36.5878,4,345,4.5,2,4.8,34,4.3,10,2519
29,81.55199999999998,23,792,4.7,0,4.9,8,4.3,5,2520
23,20.2971,10,161,4.7,2,4.9,33,4.7,18,2521
23,24.3878,3,257,5.0,0,5.0,29,5.0,14,2522
19,34.1924,5,378,4.8,2,4.8,6,4.6,1,2523
13,45.37,0,149,0.0,5,0.0,21,0.0,16,2524
26,67.0878,6,366,3.7,0,4.0,37,3.0,2,2525
19,23.786,3,188,4.0,2,4.3,34,4.0,11,2526
26,36.5878,7,92,4.1,2,4.7,34,3.9,15,2527
23,63.8929,2,156,4.5,2,4.5,12,3.5,17,2528
25,39.99,4,422,4.0,0,4.8,8,4.3,20,2529
22,116.87,2,577,5.0,0,5.0,5,4.0,16,2530
19,36.5878,5,378,4.8,2,4.8,6,4.6,13,2531
0,12.1878,2,105,3.0,2,5.0,4,5.0,10,2532
18,12.912,1,80,5.0,2,5.0,15,5.0,5,2533
23,34.986,10,312,3.5,2,4.0,38,3.6,11,2534
22,18.2878,2,149,5.0,2,5.0,16,5.0,15,2535
19,77.9922,4,740,5.0,0,5.0,6,4.3,3,2536
29,97.5878,19,944,3.6,0,4.2,38,4.6,15,2537
26,28.9971,12,86,4.4,2,4.5,34,4.4,18,2538
23,43.9078,12,366,4.5,2,4.8,33,4.4,19,2539
26,22.7924,9,199,4.3,2,4.7,39,4.8,1,2540
15,4.186,13,8,4.3,4,4.8,27,4.0,11,2541
8,213.18,91,2464,4.9,1,4.9,9,4.7,4,2542
23,23.3922,11,96,3.4,0,3.2,12,3.7,3,2543
13,24.3878,0,115,0.0,5,0.0,21,0.0,19,2544
0,12.1878,3,122,2.7,4,4.0,4,3.0,8,2545
26,42.5929,5,179,4.3,0,3.6,34,3.4,17,2546
13,29.887,2,95,2.5,2,3.0,21,3.0,16,2547
19,36.539,10,223,4.4,2,4.4,25,4.9,9,2548
24,64.87,0,278,0.0,5,0.0,26,0.0,16,2549
29,111.986,11,1202,4.7,0,4.5,38,4.4,11,2550
19,37.9924,3,246,5.0,2,4.0,17,4.0,1,2551
9,6.0878,0,6,0.0,5,0.0,13,0.0,14,2552
10,28.3929,0,29,0.0,5,0.0,13,0.0,17,2553
23,24.3878,1,135,5.0,5,5.0,39,5.0,14,2554
13,23.952,0,115,0.0,5,0.0,21,0.0,5,2555
16,24.3878,6,190,4.2,2,3.8,6,4.7,15,2556
15,3.6,13,8,4.3,4,4.8,27,4.0,7,2557
11,41.986,0,120,0.0,5,0.0,13,0.0,11,2558
16,49.99,1,294,4.0,0,5.0,6,4.0,20,2559
22,24.3878,2,241,4.5,2,5.0,8,5.0,10,2560
8,99.99,66,1167,4.5,0,4.9,9,4.7,20,2561
14,32.9278,2,502,5.0,0,4.0,7,4.0,10,2562
23,30.4878,2,198,4.0,5,4.5,37,4.0,19,2563
19,73.139,4,360,4.8,0,5.0,22,4.3,9,2564
22,48.986,13,278,4.9,2,4.5,34,4.2,11,2565
13,24.3878,2,108,4.5,2,4.5,21,4.0,13,2566
7,268.3878,52,2294,3.3,0,4.5,15,4.3,14,2567
9,24.3878,0,80,0.0,5,0.0,13,0.0,0,2568
23,46.3971,12,366,4.5,2,4.8,33,4.4,18,2569
7,177.4929,52,1363,3.2,0,3.8,25,4.0,17,2570
19,12.1524,3,91,4.7,2,4.3,34,4.0,1,2571
23,15.799,2,176,4.5,2,4.5,39,4.5,9,2572
16,30.0,14,294,4.2,0,4.2,6,4.1,7,2573
7,341.5878,19,3444,4.9,1,5.0,37,4.9,6,2574
13,28.752,2,95,2.5,2,3.0,21,3.0,5,2575
29,77.9922,6,914,4.8,0,4.8,38,4.7,3,2576
8,182.9878,115,2382,4.5,1,4.7,9,4.2,8,2577
20,9.99,7,83,4.3,2,4.7,29,4.8,20,2578
29,96.798,4,746,4.5,2,4.3,34,4.0,4,2579
5,79.23899999999998,37,598,3.7,0,4.2,1,4.1,9,2580
16,18.2878,1,126,5.0,2,5.0,6,4.0,12,2581
0,13.0471,1,149,2.0,4,3.0,4,4.0,18,2582
3,17.4724,0,7,0.0,5,0.0,24,0.0,1,2583
19,23.1678,4,216,4.5,2,4.5,34,4.5,12,2584
13,77.87,0,150,0.0,5,0.0,21,0.0,16,2585
23,70.9929,6,492,4.7,0,4.3,25,4.0,17,2586
23,69.5278,6,400,4.8,2,4.3,25,4.5,6,2587
19,97.5878,8,663,4.4,0,4.6,6,4.0,13,2588
19,42.639,3,378,4.7,0,2.7,17,3.3,9,2589
19,90.986,8,622,4.6,0,4.1,17,3.3,11,2590
0,12.1878,1,141,2.0,4,4.0,4,4.0,0,2591
19,134.1878,10,894,4.2,2,4.7,6,4.0,6,2592
26,20.7278,9,199,4.3,2,4.7,39,4.8,6,2593
19,24.3878,5,201,4.3,0,4.4,6,3.8,12,2594
19,67.0878,3,380,4.3,0,4.3,15,3.3,8,2595
13,36.5878,3,94,4.7,0,4.7,21,4.7,10,2596
19,30.498,10,223,4.4,2,4.4,25,4.9,4,2597
7,170.739,367,1969,4.6,1,4.9,19,4.9,9,2598
19,209.986,35,888,4.7,0,4.4,6,3.8,11,2599
23,36.5878,6,341,4.4,2,4.3,38,4.2,6,2600
11,32.9278,2,26,5.0,4,5.0,13,5.0,15,2601
16,60.93899999999999,16,337,3.6,2,3.3,6,2.7,9,2602
11,12.138,2,15,5.0,4,5.0,13,5.0,4,2603
22,115.9971,1,883,5.0,5,5.0,6,5.0,18,2604
11,30.4878,4,24,5.0,2,4.8,13,4.7,6,2605
13,24.3878,0,115,0.0,5,0.0,21,0.0,15,2606
16,12.912,12,88,4.5,2,4.9,6,4.6,5,2607
14,34.7971,0,442,0.0,5,0.0,7,0.0,18,2608
13,36.5878,1,151,5.0,2,5.0,21,5.0,14,2609
30,92.2929,5,1020,3.8,0,4.2,39,4.2,17,2610
19,29.99,5,176,2.8,2,2.8,17,1.8,20,2611
11,73.1878,1,67,5.0,0,5.0,13,5.0,2,2612
23,20.2971,12,196,4.5,2,4.6,33,4.4,18,2613
11,60.9878,0,61,0.0,5,0.0,13,0.0,10,2614
11,18.2878,0,19,0.0,5,0.0,13,0.0,2,2615
18,10.8,1,80,5.0,2,5.0,15,5.0,7,2616
23,36.5878,6,341,4.4,2,4.3,38,4.2,13,2617
30,45.5924,1,513,5.0,2,5.0,39,4.0,1,2618
14,25.186,2,213,5.0,4,5.0,7,5.0,11,2619
11,19.4922,1,19,3.0,5,4.0,13,4.0,3,2620
19,21.9478,18,124,4.5,2,4.7,37,4.6,2,2621
13,24.3878,0,115,0.0,5,0.0,21,0.0,2,2622
14,21.899,7,221,4.3,2,4.1,7,4.3,9,2623
22,67.152,0,397,0.0,5,0.0,3,0.0,5,2624
19,213.18,35,888,4.7,0,4.4,6,3.8,4,2625
16,41.88,1,294,4.0,0,5.0,6,4.0,7,2626
26,89.88,9,643,4.4,0,4.8,37,3.5,7,2627
25,153.986,1,1250,5.0,0,5.0,6,4.0,11,2628
23,24.3878,8,217,4.1,2,3.6,38,4.1,13,2629
23,21.9478,9,183,4.8,2,4.9,33,4.8,15,2630
19,28.3929,9,197,3.9,2,4.2,10,3.9,17,2631
0,24.3878,0,209,0.0,5,0.0,4,0.0,8,2632
22,109.7878,2,577,5.0,0,5.0,5,4.0,14,2633
23,30.4878,19,201,4.1,2,4.6,37,4.4,6,2634
17,60.7924,1,266,5.0,1,5.0,21,5.0,1,2635
19,12.1878,3,91,4.7,2,4.3,34,4.0,2,2636
19,91.152,8,622,4.6,0,4.1,17,3.3,5,2637
26,118.986,3,836,5.0,0,4.7,34,3.7,11,2638
4,191.6929,22,2595,4.5,0,4.7,39,4.7,17,2639
29,79.2878,23,792,4.7,0,4.9,8,4.3,8,2640
0,13.0471,2,105,3.0,2,5.0,4,5.0,18,2641
8,365.9878,143,2704,4.2,1,4.7,39,4.3,13,2642
22,36.386,5,229,4.4,2,4.4,34,4.2,11,2643
26,67.0878,29,544,4.6,0,4.7,38,4.5,14,2644
22,64.6478,2,289,3.0,2,3.5,14,2.5,12,2645
19,48.7878,2,222,4.5,0,5.0,35,4.5,12,2646
30,36.0,57,10,4.6,2,4.5,30,3.9,7,2647
25,36.5878,5,379,4.0,2,4.4,8,4.2,6,2648
16,48.7878,10,169,4.3,4,4.1,6,3.6,8,2649
16,58.37,16,337,3.6,2,3.3,6,2.7,16,2650
9,25.398000000000003,0,80,0.0,5,0.0,13,0.0,4,2651
17,61.098,1,266,5.0,1,5.0,21,5.0,4,2652
26,86.598,6,765,3.8,0,4.2,29,4.2,4,2653
16,12.0,2,82,4.5,4,5.0,6,4.0,7,2654
8,119.99,337,1334,4.3,1,4.7,9,4.5,20,2655
18,15.8478,2,249,5.0,0,5.0,17,5.0,0,2656
9,28.3929,6,24,2.2,0,2.2,13,3.2,17,2657
13,24.3878,0,115,0.0,5,0.0,21,0.0,0,2658
0,24.3878,0,209,0.0,5,0.0,4,0.0,15,2659
23,18.2878,0,56,0.0,5,0.0,12,0.0,15,2660
16,60.9878,2,303,4.5,0,4.0,6,2.5,15,2661
24,48.7878,6,387,4.2,2,4.7,26,4.2,0,2662
11,97.5878,1,106,4.0,2,5.0,13,4.0,14,2663
26,42.6878,5,179,4.3,0,3.6,34,3.4,15,2664
16,12.1878,4,76,4.8,4,5.0,6,4.5,8,2665
23,17.7429,3,163,5.0,2,5.0,33,5.0,17,2666
23,18.2878,3,179,5.0,2,5.0,33,5.0,10,2667
26,85.3878,8,747,4.3,0,4.5,38,4.5,2,2668
13,29.887,0,131,0.0,5,0.0,21,0.0,16,2669
29,75.9924,19,944,3.6,0,4.2,38,4.6,1,2670
19,17.4724,14,97,4.2,2,4.1,34,4.1,1,2671
29,79.2878,23,792,4.7,0,4.9,8,4.3,10,2672
2,139.99,18,1456,4.6,0,4.6,37,4.6,20,2673
14,6.0878,8,78,4.6,4,4.8,7,5.0,13,2674
22,31.1922,5,275,4.0,0,4.2,8,3.4,3,2675
0,12.0,5,130,4.3,2,5.0,4,4.8,7,2676
8,379.9924,43,5923,3.9,1,4.8,9,4.5,1,2677
29,85.3878,8,876,4.7,0,5.0,38,4.6,15,2678
16,36.5878,14,294,4.2,0,4.2,6,4.1,8,2679
22,55.986,3,426,4.7,0,5.0,6,4.7,11,2680
23,30.4878,3,96,5.0,2,4.7,12,4.0,2,2681
8,292.7878,99,4002,4.7,1,4.8,9,4.5,12,2682
29,231.739,52,2295,4.7,1,4.9,38,4.8,9,2683
23,69.5278,5,425,3.2,0,3.2,37,2.6,19,2684
5,329.3878,11,2863,4.3,1,4.5,26,4.2,14,2685
5,73.1878,24,780,4.4,0,4.7,1,4.3,14,2686
23,42.6878,6,341,4.4,2,4.3,38,4.2,15,2687
26,42.6878,8,341,4.2,0,4.6,38,4.5,14,2688
16,6.0,2,37,4.5,4,4.5,6,5.0,7,2689
30,47.952,57,10,4.6,2,4.5,30,3.9,5,2690
26,27.986,1,94,4.0,2,4.0,34,4.0,11,2691
3,42.6878,0,1,0.0,5,0.0,24,0.0,19,2692
15,3.1122,13,8,4.3,4,4.8,27,4.0,3,2693
22,36.5878,2,374,4.0,2,3.5,8,4.0,6,2694
11,106.4929,1,106,4.0,2,5.0,13,4.0,17,2695
22,30.4878,8,356,4.0,0,4.6,8,4.9,0,2696
0,25.398000000000003,1,234,3.0,2,5.0,4,5.0,4,2697
16,36.5878,2,347,4.5,4,5.0,6,5.0,14,2698
16,18.9924,47,8,4.2,4,4.1,6,3.6,1,2699
13,48.7878,2,191,5.0,0,5.0,21,4.5,19,2700
3,243.9878,1,1,5.0,0,4.0,24,3.0,14,2701
22,97.5878,0,609,0.0,5,0.0,36,0.0,19,2702
26,49.99,29,544,4.6,0,4.7,38,4.5,20,2703
11,54.8878,0,61,0.0,5,0.0,13,0.0,0,2704
26,155.87,8,1004,4.9,0,5.0,25,4.9,16,2705
26,36.5878,4,144,4.8,0,4.8,34,4.0,19,2706
16,45.5924,10,169,4.3,4,4.1,6,3.6,1,2707
11,43.4971,0,120,0.0,5,0.0,13,0.0,18,2708
13,28.0478,1,125,5.0,5,4.0,21,4.0,12,2709
11,29.99,5,45,4.5,2,4.2,13,3.8,20,2710
26,24.99,12,86,4.4,2,4.5,34,4.4,20,2711
22,35.4929,27,149,4.3,2,4.5,34,4.3,17,2712
0,23.1678,0,209,0.0,5,0.0,4,0.0,12,2713
6,198.7929,20,1628,3.5,0,3.8,37,3.3,17,2714
19,121.9878,16,919,4.5,0,4.6,6,4.6,0,2715
4,251.88,45,1862,3.7,1,3.5,39,2.9,7,2716
11,30.4878,4,24,5.0,2,4.8,13,4.7,19,2717
13,19.99,2,95,2.5,2,3.0,21,3.0,20,2718
0,12.0,5,143,4.6,2,5.0,4,5.0,7,2719
23,24.3878,2,140,4.5,2,4.0,39,4.0,2,2720
16,60.9878,2,303,4.5,0,4.0,6,2.5,8,2721
16,36.5878,7,344,5.0,2,5.0,6,5.0,19,2722
16,45.5924,0,387,0.0,5,0.0,6,0.0,1,2723
16,25.987,89,24,2.9,2,2.5,6,2.2,16,2724
19,12.1878,0,109,0.0,5,0.0,8,0.0,15,2725
22,23.952,1,225,5.0,2,4.0,8,4.0,5,2726
22,91.4878,2,603,5.0,1,4.5,17,5.0,10,2727
26,29.99,0,104,0.0,5,0.0,34,0.0,20,2728
14,30.4878,2,502,5.0,0,4.0,7,4.0,0,2729
13,9.99,8,47,3.9,4,4.0,21,3.9,20,2730
14,60.9878,4,790,5.0,2,5.0,7,5.0,14,2731
23,41.986,4,119,5.0,2,5.0,12,4.3,11,2732
13,24.3878,0,115,0.0,5,0.0,21,0.0,19,2733
29,85.7922,3,840,5.0,0,5.0,28,4.7,3,2734
13,24.3878,0,115,0.0,5,0.0,21,0.0,13,2735
19,42.6878,2,351,5.0,1,5.0,17,5.0,15,2736
13,34.986,0,85,0.0,5,0.0,21,0.0,11,2737
19,12.987,1,109,5.0,0,5.0,8,5.0,16,2738
13,36.0,2,191,5.0,0,5.0,21,4.5,7,2739
23,24.3878,1,191,4.0,2,5.0,28,3.0,15,2740
13,13.0471,0,73,0.0,5,0.0,21,0.0,18,2741
0,12.138,1,136,0.0,5,5.0,4,0.0,4,2742
19,30.498,10,160,3.9,2,3.7,25,3.9,4,2743
14,9.552,6,1,4.7,4,4.7,7,4.3,5,2744
10,18.2878,15,1,4.4,2,4.0,13,3.3,2,2745
0,27.986,33,231,4.4,2,4.6,19,4.5,11,2746
5,81.7278,7,597,3.7,0,4.9,1,4.4,19,2747
13,48.7878,2,191,5.0,0,5.0,21,4.5,15,2748
0,13.0471,2,108,3.5,2,5.0,4,4.0,18,2749
16,29.99,18,217,2.7,2,2.6,17,2.6,20,2750
16,90.987,9,561,3.9,2,3.3,6,3.6,16,2751
26,59.99,3,604,4.3,1,4.0,28,4.0,20,2752
30,85.3878,5,1020,3.8,0,4.2,39,4.2,13,2753
16,31.1922,11,174,4.3,2,4.0,15,3.8,3,2754
22,97.5878,0,609,0.0,5,0.0,36,0.0,2,2755
23,42.639,6,341,4.4,2,4.3,38,4.2,9,2756
25,67.152,2,464,4.0,2,4.5,34,3.5,5,2757
5,40.698,53,321,3.2,0,4.6,1,4.4,4,2758
11,23.1971,2,26,5.0,0,5.0,13,5.0,18,2759
22,27.2922,7,229,4.4,2,4.6,34,4.3,3,2760
19,19.4922,1,199,5.0,0,5.0,10,5.0,3,2761
24,91.4878,1,717,5.0,1,5.0,26,5.0,14,2762
11,20.2971,0,15,0.0,5,0.0,13,0.0,18,2763
20,12.1878,0,61,0.0,5,0.0,29,0.0,0,2764
16,25.398000000000003,12,239,4.7,2,4.8,6,4.6,4,2765
19,14.6278,1,102,4.0,2,4.0,8,4.0,2,2766
4,195.1878,22,2595,4.5,0,4.7,39,4.7,10,2767
19,54.8878,4,350,4.3,0,4.8,15,4.3,2,2768
11,36.5878,1,31,5.0,2,5.0,13,4.0,6,2769
22,103.639,0,609,0.0,5,0.0,36,0.0,9,2770
26,109.7878,17,674,4.9,0,4.7,25,4.2,6,2771
26,70.1922,3,670,5.0,0,5.0,28,5.0,3,2772
22,29.99,12,285,4.3,2,4.2,8,4.4,20,2773
10,36.5878,4,65,4.8,4,5.0,13,4.0,15,2774
24,91.1924,1,717,5.0,1,5.0,26,5.0,1,2775
19,52.752,3,322,4.7,2,4.3,15,4.3,5,2776
22,42.6878,8,229,4.4,2,4.6,34,4.3,2,2777
23,49.6929,3,416,3.7,0,4.0,25,3.7,17,2778
3,197.99,1,1,5.0,0,4.0,24,3.0,20,2779
0,23.1678,1,234,3.0,2,5.0,4,5.0,12,2780
23,71.298,7,375,4.1,2,3.7,25,2.3,4,2781
23,24.8429,7,40,4.5,2,4.6,12,4.3,17,2782
23,69.5278,5,425,3.2,0,3.2,37,2.6,8,2783
26,18.2878,9,199,4.3,2,4.7,39,4.8,10,2784
23,20.2971,9,183,4.8,2,4.9,33,4.8,18,2785
11,99.99,8,163,4.9,2,5.0,13,4.8,20,2786
13,25.186,2,100,5.0,2,5.0,21,4.5,11,2787
5,134.1878,23,1032,3.6,0,4.6,1,4.3,14,2788
23,22.7924,4,198,4.5,0,4.5,26,5.0,1,2789
19,21.6,4,186,5.0,2,4.5,17,4.8,7,2790
13,9.99,3,62,4.3,2,4.7,21,5.0,20,2791
25,121.9878,6,813,4.5,0,4.3,6,4.0,13,2792
0,32.4,13,708,4.7,0,4.8,4,4.8,7,2793
13,12.1878,3,62,4.3,2,4.7,21,5.0,8,2794
26,73.1878,3,604,4.3,1,4.0,28,4.0,12,2795
20,12.1524,0,69,0.0,5,0.0,29,0.0,1,2796
13,42.6878,1,178,5.0,4,5.0,21,4.0,14,2797
10,30.4878,0,70,0.0,5,0.0,13,0.0,15,2798
22,18.2878,2,149,5.0,2,5.0,16,5.0,19,2799
22,129.87,1,883,5.0,5,5.0,6,5.0,16,2800
13,36.5878,1,151,5.0,2,5.0,21,5.0,2,2801
19,12.1878,0,109,0.0,5,0.0,8,0.0,0,2802
0,12.1878,2,108,3.5,2,5.0,4,4.0,12,2803
16,23.358,47,8,4.2,4,4.1,6,3.6,4,2804
16,48.7878,1,294,4.0,0,5.0,6,4.0,2,2805
23,69.986,6,400,4.8,2,4.3,25,4.5,11,2806
11,73.1878,1,67,5.0,0,5.0,13,5.0,13,2807
10,36.5878,4,65,4.8,4,5.0,13,4.0,0,2808
26,58.4922,20,581,4.6,0,4.8,37,4.3,3,2809
9,18.2878,5,23,5.0,2,5.0,13,4.8,12,2810
19,60.93899999999999,3,326,4.0,1,3.7,17,3.0,9,2811
18,725.0,8,2455,3.7,0,3.4,32,2.9,18,2812
8,243.9878,53,2670,4.2,1,4.4,9,4.2,10,2813
25,36.5878,37,262,4.3,2,4.5,34,4.3,19,2814
13,32.486999999999995,0,84,0.0,5,0.0,21,0.0,16,2815
20,18.2878,0,84,0.0,5,0.0,26,0.0,12,2816
19,18.2878,25,117,4.3,4,4.6,34,4.3,10,2817
0,14.1929,1,113,5.0,2,5.0,4,5.0,17,2818
11,54.8878,0,69,0.0,5,0.0,13,0.0,8,2819
24,146.3878,2,1122,5.0,2,5.0,26,4.0,10,2820
11,97.5878,1,106,4.0,2,5.0,13,4.0,2,2821
5,42.6878,14,386,4.1,0,4.4,1,3.6,10,2822
11,21.899,0,19,0.0,5,0.0,13,0.0,9,2823
14,30.439,8,303,4.8,2,4.9,7,4.9,9,2824
12,3.312,180,1,4.0,4,4.8,7,4.6,5,2825
8,212.9929,115,2382,4.5,1,4.7,9,4.2,17,2826
19,42.5929,6,271,4.5,2,4.8,10,4.5,17,2827
19,31.1922,2,351,5.0,1,5.0,17,5.0,3,2828
19,19.99,6,229,4.4,2,4.7,25,5.0,20,2829
22,36.5878,19,157,3.4,2,2.6,34,1.9,13,2830
26,113.5929,71,717,4.7,0,4.7,34,4.1,17,2831
15,4.8678,15,7,4.8,4,4.5,27,4.4,13,2832
23,54.8878,3,416,3.7,0,4.0,25,3.7,2,2833
26,85.3878,12,457,4.4,2,4.3,34,3.6,14,2834
8,121.9878,337,1334,4.3,1,4.7,9,4.5,6,2835
26,69.5278,19,433,4.4,0,4.7,37,4.2,19,2836
19,9.99,9,92,4.7,2,4.7,34,4.7,20,2837
