Id,Rooms,Type,Price,Method,SellerG,Distance,Postcode,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Longtitude,Regionname,Propertycount
3855,3,0,1100000,4,260,12.1,3163,2,2,506,169.0,1950,8,145.0705,5,4442
2423,3,0,1200000,1,155,5.5,3070,1,1,215,125.0,1920,6,144.9909,2,11364
4184,2,0,885000,1,104,6.4,3011,1,0,267,99.5,1890,16,144.89,6,7570
683,2,2,600000,1,155,5.2,3056,1,1,0,75.0,2011,23,144.9703,2,11918
2982,3,0,780000,1,16,11.4,3084,1,2,627,154.0,1970,0,145.0797,0,3540
117,3,0,620000,3,99,11.1,3025,2,2,276,100.0,2010,10,144.8443,6,5132
4797,4,0,355000,1,194,29.8,3338,2,1,766,147.0,1980,19,144.5807,7,4718
318,4,0,2410000,1,73,9.7,3103,2,1,685,207.0,1940,2,145.071,5,5682
2167,2,1,400000,0,204,8.7,3032,1,2,54,85.0,2000,16,144.8797,6,4918
907,3,0,1850000,0,135,9.0,3126,2,2,361,216.0,1995,2,145.0785,5,3265
4945,4,0,1155000,0,28,7.5,3040,1,3,616,170.0,1900,21,144.90723,6,9264
1895,4,0,900000,1,155,12.8,3033,2,1,289,125.0,2011,21,144.8689,6,5629
6110,4,0,770000,0,60,16.1,3088,2,2,789,169.0,1975,0,145.12163,2,8524
3052,3,2,1230000,1,111,3.3,3141,2,2,0,138.0,1998,18,144.9849,5,14887
1225,3,2,1240000,1,94,8.5,3185,2,2,319,123.0,1990,8,145.0112,5,4898
1613,3,0,793000,1,70,13.0,3046,1,2,780,120.0,1960,23,144.9427,2,8870
6821,3,0,1271000,1,155,7.0,3071,1,2,470,151.0,1950,-1,145.01533999999998,2,8870
6765,4,0,1160000,1,155,11.7,3033,3,4,670,273.0,1970,-1,144.87231,6,5629
2535,3,0,731000,1,28,9.9,3044,1,2,568,111.0,1960,23,144.9422,2,7485
4101,2,0,1900000,1,161,7.8,3124,1,3,633,134.3,1960,2,145.0824,5,8920
5497,3,0,1850000,0,106,14.2,3149,1,1,717,153.0,1960,20,145.12076000000002,0,13366
278,2,2,520000,1,82,6.6,3183,1,0,0,58.0,1970,25,144.9972,5,2952
1825,2,0,440500,1,260,9.4,3081,1,1,368,81.0,1955,0,145.0434,0,2674
5121,5,0,1550000,4,106,21.1,3113,3,4,4221,321.0,1980,24,145.24045,0,1058
1049,2,0,735000,3,155,7.8,3058,1,1,280,93.0,1900,23,144.952,2,11204
4869,4,1,975000,1,90,17.2,3133,2,2,0,207.0,2008,28,145.20408999999998,0,4181
5704,5,0,1750000,0,196,15.5,3106,3,2,787,334.0,1990,15,145.15894,0,6202
658,2,0,1310000,1,32,10.7,3187,3,2,302,250.0,2018,8,145.0231,5,6938
1137,2,2,1260000,1,106,1.6,3066,1,1,0,129.0,1900,31,144.9845,2,4553
3244,4,0,670000,0,67,12.6,3020,1,1,603,106.0,1950,3,144.8267,6,3755
2722,3,0,1127000,1,260,8.8,3072,2,2,590,140.0,1940,6,144.9958,2,14577
3306,3,0,750500,1,104,13.5,3020,2,6,805,181.0,1995,3,144.7928,6,6763
4563,3,2,488000,1,196,12.4,3083,1,1,260,150.0,1961,6,145.0386,2,1414
801,4,0,1300000,1,106,11.8,3105,1,2,717,180.0,1960,15,145.0862,0,4480
3910,2,0,850000,1,222,8.2,3012,1,2,462,101.0,1960,16,144.8653,6,5058
4405,2,0,1710000,0,106,3.3,3141,2,0,208,145.0,1880,26,145.0024,5,14887
2194,1,2,680000,1,132,2.8,3000,1,2,0,102.0,1965,18,144.9545,2,17496
1863,3,0,1220000,1,196,7.9,3079,1,1,687,110.0,1975,0,145.0361,0,5549
477,4,0,1690000,1,82,13.9,3165,2,2,700,165.0,1950,8,145.0534,5,10969
1359,2,2,740000,1,155,8.0,3040,1,1,250,104.0,1988,21,144.9061,6,9264
4415,2,2,482000,1,140,6.1,3182,1,1,0,54.0,2004,25,144.9867,5,13240
14,2,0,1100000,0,23,2.5,3067,2,1,124,135.0,2013,31,144.9977,2,4019
4370,4,0,905000,1,260,11.2,3073,2,2,696,142.0,1965,6,145.0276,2,21650
321,4,0,1900000,1,134,9.7,3103,2,1,665,155.0,1940,2,145.0825,5,5682
3755,2,2,680000,4,260,7.5,3123,1,1,0,110.0,1945,2,145.0575,5,6482
792,2,2,370000,4,106,5.9,3055,1,1,0,65.0,1970,23,144.9421,2,7082
402,3,0,1275000,1,32,13.0,3204,1,4,758,138.0,1960,8,145.043,5,6795
1290,2,2,932000,1,82,7.7,3184,2,1,799,110.0,2012,25,144.9918,5,8989
2960,3,0,2055000,3,106,2.6,3121,1,1,331,121.0,1960,31,145.0085,2,14949
2774,4,0,1030000,1,140,11.2,3073,2,3,630,190.0,1935,6,144.9952,2,21650
3839,3,0,820000,0,255,12.1,3163,1,1,274,107.0,1925,8,145.075,5,4442
2464,2,2,460000,4,155,5.5,3070,1,1,0,65.0,2009,6,144.9958,2,11364
6424,4,0,1820000,0,75,13.8,3188,2,2,412,423.0,1940,-1,145.01152,5,5454
2132,2,2,425000,3,260,11.2,3145,1,1,0,57.0,1997,26,145.0501,5,8801
618,4,0,1500000,4,94,11.2,3186,2,1,549,195.0,1990,1,144.9982,5,10579
6391,4,0,1820000,0,106,5.2,3056,2,2,317,288.0,2017,-1,144.97218,2,11918
5224,4,0,610000,1,20,14.7,3030,2,2,528,210.0,2010,3,144.76019,6,2276
1185,3,0,1030000,1,196,13.9,3108,1,1,827,100.0,1960,15,145.1029,0,9028
288,2,1,1255000,1,161,9.7,3103,1,1,208,129.0,2000,2,145.0975,5,5682
2970,2,0,827500,1,23,2.6,3121,1,0,127,72.0,1900,31,145.0063,2,14949
6554,4,0,1250000,1,155,11.7,3033,2,2,534,211.0,1970,-1,144.87313,6,5629
3507,3,2,890000,1,86,8.0,3016,1,3,0,111.0,1980,10,144.8883,6,6380
1474,1,2,216000,1,222,6.4,3011,1,1,0,50.0,1970,16,144.8924,6,7570
6184,2,2,300000,3,105,12.9,3043,1,1,0,66.32,1980,11,144.88019,6,3296
331,4,0,3230000,1,106,9.2,3104,4,3,1135,275.0,1960,2,145.0892,5,7809
2844,1,0,395000,3,188,11.2,3073,1,1,94,50.0,2014,6,145.011,2,21650
6286,3,0,1170000,1,106,5.7,3078,1,1,268,126.0,1994,-1,145.0267,2,2211
2716,2,2,436000,1,155,8.8,3072,1,1,0,65.0,1980,6,144.9899,2,14577
914,2,0,2400000,1,114,3.2,3054,2,0,413,172.0,1900,31,144.9759,2,3106
3598,2,2,381000,0,104,7.0,3013,1,1,0,65.0,1960,16,144.8953,6,6543
3736,2,0,575000,1,221,12.4,3060,1,2,621,109.0,1960,23,144.9666,2,5070
1129,4,0,950000,1,260,9.2,3058,2,2,298,231.0,2013,23,144.9836,2,3445
1229,3,0,965000,0,23,8.5,3185,1,2,275,119.0,1900,8,144.9994,5,4898
6412,5,0,1330000,1,174,14.3,3109,3,3,751,439.0,1980,-1,145.17778,0,10999
5337,2,2,698000,1,135,4.6,3181,1,1,0,85.0,1900,26,144.9943,5,7717
4786,2,1,942000,1,260,5.4,3101,1,1,0,109.0,1975,2,145.04237,5,10331
2792,3,0,540000,0,196,11.2,3073,2,2,215,146.0,2003,6,145.0243,2,21650
6708,5,0,1800000,4,82,13.8,3165,3,3,697,243.0,1960,-1,145.05418,5,10969
4002,3,0,2150000,1,135,3.3,3206,1,1,163,85.0,1890,25,144.955,5,3280
1732,4,0,2670000,1,106,4.6,3122,2,1,336,235.0,1905,2,145.0371,5,11308
3482,4,0,1171000,1,29,14.9,3087,3,2,670,325.0,2010,0,145.0765,2,2329
904,3,0,1680000,1,73,9.0,3126,2,1,325,197.0,1910,2,145.0729,5,3265
1176,4,0,1430000,1,106,13.9,3108,2,2,655,170.0,1970,15,145.1194,0,9028
475,4,1,1250000,0,32,13.9,3165,2,2,314,231.0,2010,8,145.0598,5,10969
620,4,0,1850000,1,160,10.7,3187,2,2,617,268.0,1940,1,145.007,5,6938
5618,3,0,629000,3,16,12.9,3043,1,2,552,136.0,1980,11,144.89826000000002,6,3285
4875,3,0,1155000,0,239,6.4,3012,2,1,342,123.0,1920,16,144.87511,6,5058
4730,3,0,690000,1,28,6.7,3058,1,2,479,115.0,1980,23,144.98178000000001,2,3445
2880,4,0,1375000,1,260,2.6,3121,2,2,58,158.0,2007,31,145.0135,2,14949
3072,1,2,310000,0,32,3.3,3141,1,1,0,40.0,1950,26,145.0037,5,14887
2630,1,2,470000,3,117,3.8,3207,1,1,0,62.0,2000,25,144.944,5,8648
3756,5,0,2250000,0,192,7.5,3123,2,2,452,319.0,1902,2,145.0494,5,6482
1886,3,0,515000,1,222,15.0,3021,1,4,597,114.0,1975,3,144.8241,6,1202
5565,4,1,1280000,1,32,11.4,3204,3,2,306,200.0,2014,8,145.04581000000002,5,6795
982,3,0,1750000,1,135,8.1,3161,2,2,692,313.0,1955,8,145.019,5,6923
3325,4,0,1700000,1,135,11.2,3127,1,1,579,143.0,1900,2,145.0959,5,5457
6824,4,0,1330000,1,16,14.7,3152,2,2,717,191.0,1980,-1,145.22116,0,7082
5657,3,0,1200000,3,23,4.3,3032,2,2,352,204.0,1997,16,144.87533,6,4918
3003,4,0,1201000,1,239,6.6,3011,2,1,299,158.0,1910,16,144.8952,6,2417
325,5,0,2450000,1,135,9.7,3103,2,2,981,260.0,1960,2,145.0627,5,5682
147,2,2,520000,1,260,6.3,3143,1,1,0,76.0,1970,26,145.0183,5,4836
79,3,0,865000,3,260,6.4,3078,1,1,180,131.0,2010,6,145.0243,2,2211
878,3,0,3300000,1,111,7.8,3124,3,2,417,220.0,2016,2,145.0621,5,8920
1716,2,2,500000,0,94,13.7,3188,1,1,0,61.0,1970,1,145.0027,5,5454
3526,3,1,935000,3,222,8.0,3016,2,1,233,194.0,2002,10,144.8911,6,6380
3899,4,2,530000,3,222,8.2,3012,2,1,0,171.0,1970,16,144.8686,6,5058
3120,1,2,425000,4,85,1.2,3006,1,1,0,57.0,2004,18,144.9622,5,8400
3713,3,0,585000,1,260,12.4,3060,1,1,605,103.0,1960,23,144.9615,2,5070
2655,3,1,1245000,0,135,4.5,3181,2,1,128,134.0,2000,26,145.0071,5,7717
6670,3,0,760000,0,255,12.3,3166,1,1,692,120.0,1940,-1,145.09495,5,3224
5367,4,0,1375000,4,106,12.4,3107,2,1,662,240.0,1950,15,145.09974,0,5420
6788,4,0,1500000,1,32,21.5,3195,3,2,557,178.0,1920,-1,145.08773,4,3650
6112,3,1,835000,4,260,8.9,3084,2,2,161,135.0,2010,0,145.07023999999998,0,2890
21,3,0,1195000,3,106,2.5,3067,2,1,120,128.0,1998,31,144.9954,2,4019
4606,1,2,170000,0,31,5.1,3011,1,0,30,26.0,2013,16,144.89587,6,7570
3499,3,2,995000,1,4,1.9,3003,1,1,0,153.0,1940,18,144.9474,2,2230
2842,1,2,220000,1,28,11.2,3073,1,1,0,45.0,1970,6,144.9919,2,21650
1939,3,0,1010000,0,68,4.2,3031,1,0,234,104.0,1900,18,144.9332,2,5263
2042,3,1,1620000,1,73,7.5,3102,2,2,248,167.0,2012,2,145.0595,5,2671
3373,4,0,1118000,1,179,13.8,3107,2,2,705,195.0,1970,15,145.1176,0,5420
5619,5,0,3400000,1,135,7.3,3146,3,2,720,392.0,1950,2,145.07978,5,10412
384,5,0,1660000,0,260,9.2,3104,3,2,737,193.0,1950,2,145.0961,5,7809
2307,3,0,960000,1,196,14.6,3189,1,1,593,115.0,1960,12,145.0484,5,2555
3281,3,2,545000,1,16,13.5,3020,2,1,240,131.0,2011,3,144.8152,6,6763
3174,2,2,503500,1,32,6.1,3182,1,1,683,72.0,1940,25,144.9828,5,13240
114,3,0,675000,1,260,11.1,3025,2,2,171,109.0,2012,10,144.8554,6,5132
6409,3,0,682000,1,163,24.7,3175,1,5,556,105.0,1987,-1,145.21389,4,8322
1099,2,0,605000,1,106,7.8,3058,1,1,0,13.0,1969,23,144.9721,2,11204
5794,3,0,840000,4,249,11.7,3033,1,2,575,138.0,1970,21,144.87894,6,5629
2817,3,0,622500,1,196,11.2,3073,1,1,456,94.0,1960,6,145.0281,2,21650
1476,1,2,227000,1,222,6.4,3011,1,1,0,52.0,1970,16,144.8924,6,7570
2946,2,2,604000,3,23,2.6,3121,2,2,0,75.0,2009,31,145.0131,2,14949
4735,2,2,305000,3,16,24.7,3175,1,1,141,73.0,1980,9,145.20899,4,8322
5047,3,0,990000,1,28,4.3,3032,1,0,196,102.0,1900,21,144.92022,6,6567
6589,5,0,1235000,1,16,14.7,3152,3,2,634,294.0,2000,-1,145.21601,0,7082
983,2,2,580000,3,2,8.1,3161,1,1,934,68.0,2012,8,145.0116,5,6923
4396,3,0,2240000,1,85,2.1,3205,2,1,197,168.0,1900,25,144.9489,5,5943
5276,3,0,580000,1,92,8.8,3081,1,2,429,109.0,1950,0,145.03697,0,2674
37,3,2,752000,1,155,13.5,3042,1,1,265,130.0,1993,21,144.8855,6,3464
630,5,0,1600000,0,192,10.7,3187,2,2,616,245.0,1945,1,145.0221,5,6938
4826,4,0,830000,0,127,8.4,3072,1,2,540,540.0,1965,6,145.01516999999998,2,14577
3384,4,0,1428888,3,146,6.5,3071,2,1,470,153.0,1930,6,145.0122,2,8870
3942,3,0,1045000,1,196,14.0,3166,1,2,602,107.0,1950,20,145.1013,5,3224
1255,1,2,510000,1,46,7.7,3184,1,1,0,60.0,2001,25,144.9884,5,8989
1337,2,2,485000,3,173,8.0,3040,1,1,0,73.0,2010,21,144.9138,6,9264
3909,3,0,913000,1,260,8.2,3012,1,3,448,96.0,1925,16,144.8821,6,5058
4911,2,2,510000,3,106,5.2,3056,1,0,0,64.0,2009,23,144.97154,2,11918
3201,2,2,760000,1,255,6.1,3182,1,0,0,95.0,1930,25,144.9776,5,13240
678,3,0,950000,3,106,5.2,3056,1,0,170,96.0,1910,23,144.9691,2,11918
6086,2,2,834500,1,23,7.2,3185,1,2,538,92.0,2005,8,145.00083,5,4898
5851,3,0,860000,0,104,10.5,3020,1,3,446,126.0,1910,3,144.8328,6,3755
5208,2,2,601000,1,32,17.9,3192,1,1,1078,94.0,1972,12,145.07218999999998,5,9758
4686,4,1,1655000,1,260,10.2,3147,3,2,510,240.0,2013,2,145.0795,5,3052
5021,3,0,755000,3,39,19.9,3134,2,2,306,127.0,1997,17,145.22562,0,3619
4924,3,0,1462000,1,35,16.7,3168,1,1,816,130.0,1965,20,145.12937,4,5837
381,5,0,1920000,1,135,9.2,3104,3,2,900,355.0,1955,2,145.0677,5,7809
4202,3,0,597500,1,257,13.0,3046,1,2,663,84.0,1950,23,144.9349,2,8870
1247,4,0,2600000,3,23,8.5,3185,3,2,701,273.0,1885,8,145.00799999999998,5,4898
6394,5,0,1505000,1,16,12.1,3083,3,2,659,179.0,2015,-1,145.07825,2,10175
1097,2,0,472000,1,155,7.8,3058,1,1,500,69.0,1975,23,144.9515,2,11204
5084,3,2,930000,1,28,7.5,3040,2,1,223,146.0,2002,21,144.89346,6,9264
2779,3,1,530000,0,155,11.2,3073,2,1,229,130.0,2008,6,145.0145,2,21650
432,4,0,2620000,1,32,13.0,3204,4,2,579,361.0,2012,8,145.0243,5,6795
3878,1,2,296000,3,227,11.8,3204,1,1,0,36.0,1970,8,145.0426,5,3578
883,5,0,3320000,3,244,7.8,3124,4,2,741,407.0,2009,2,145.064,5,8920
3505,4,0,1400000,1,86,8.0,3016,2,1,320,160.0,1950,10,144.8988,6,6380
2315,4,0,1035000,1,32,14.6,3189,1,2,688,161.0,1950,12,145.043,5,2555
5210,4,0,911982,3,98,27.1,3116,2,3,734,222.0,1996,32,145.30299,1,3789
4456,3,2,580000,3,104,8.2,3012,1,0,183,104.0,1930,16,144.8708,6,5058
2334,3,0,800000,3,104,8.4,3015,2,1,0,138.0,1970,10,144.8661,6,5498
4152,4,0,1400000,0,16,13.9,3108,2,2,664,150.0,1980,15,145.1116,0,9028
6202,3,0,824000,1,167,23.2,3153,1,2,725,112.0,1980,-1,145.25802,0,5030
4846,3,0,1360000,1,222,11.0,3018,2,6,663,127.8,1970,10,144.84257,6,852
4492,3,0,1165000,1,106,2.5,3067,2,0,92,114.0,1888,31,144.9957,2,4019
544,3,0,857000,1,73,13.1,3128,1,1,492,119.0,1930,28,145.1195,0,4605
4929,3,2,850000,1,179,14.3,3109,2,1,236,145.0,1980,15,145.16973000000002,0,10999
4867,1,2,550000,0,251,4.1,3142,1,1,0,64.0,1965,26,145.01164,5,7217
3838,3,1,1160000,1,260,12.1,3163,2,2,302,172.0,2000,8,145.0622,5,4442
3475,3,0,690000,1,29,14.9,3087,2,1,308,129.0,2015,0,145.0807,2,2329
2634,3,0,1520000,0,135,3.8,3207,2,1,0,160.0,2016,25,144.9336,5,8648
6403,4,0,975000,3,155,6.7,3058,2,2,301,209.0,2005,-1,144.97568,2,11204
6534,4,0,1280000,1,106,5.7,3078,2,2,485,133.0,1920,-1,145.02465,2,2970
3164,2,2,390000,4,32,6.1,3182,1,1,0,73.0,2000,25,144.9767,5,13240
5253,3,0,755000,1,105,12.9,3043,1,1,935,130.0,1975,11,144.89073,6,3285
4282,2,2,683000,1,132,2.8,3000,2,1,1136,88.0,2009,18,144.9559,2,17496
6801,3,1,640000,0,196,12.0,3073,1,1,224,128.0,2008,-1,145.01967,2,21650
4634,4,0,320000,3,194,31.7,3337,2,1,547,200.0,1986,19,144.57866,7,3600
6491,3,0,730000,3,87,12.8,3022,2,2,739,112.0,1970,-1,144.8001,6,1281
4856,2,2,535000,3,82,2.7,3141,1,1,0,63.0,1970,26,145.00368,5,14887
672,4,0,1500000,4,155,5.2,3056,3,1,365,209.0,1890,23,144.9671,2,11918
1644,3,0,660000,1,16,13.0,3046,1,2,657,116.0,1950,23,144.9225,2,8870
1461,3,0,1012000,1,14,4.4,3031,1,1,212,102.0,1930,21,144.9247,2,3593
721,2,2,491000,1,106,5.2,3056,1,1,1080,66.0,1960,23,144.9655,2,11918
3829,2,0,685000,3,239,7.8,3012,1,1,220,219.0,1890,16,144.8782,6,1808
5999,3,0,500000,2,90,20.5,3752,2,2,330,118.0,2008,29,145.08745,2,7969
5408,2,2,755000,1,260,7.7,3124,1,1,92,82.6,1960,2,145.09113,5,8920
4804,4,0,720000,1,90,17.9,3082,2,3,649,158.0,1985,29,145.06413999999998,2,10529
4871,3,0,655000,3,16,14.5,3087,2,1,253,116.0,2005,0,145.09033,2,1442
1654,3,0,485000,1,155,13.6,3043,2,1,175,134.0,2004,23,144.8961,6,1071
468,3,0,921000,1,32,13.9,3165,2,1,291,119.0,2000,8,145.0829,5,10969
2336,2,2,485000,1,251,8.4,3015,1,1,0,65.0,2011,10,144.8821,6,5498
3441,4,0,4500000,0,192,4.6,3142,3,2,732,367.0,1980,26,145.01,5,7217
6538,2,0,942000,3,104,5.1,3011,1,1,241,91.0,1915,-1,144.89406,6,7570
2609,2,2,655000,1,23,3.8,3207,2,1,0,83.0,2000,18,144.9421,5,8648
142,2,2,620000,4,135,6.3,3143,1,1,0,98.0,1970,26,145.0198,5,4836
2891,4,0,950000,4,106,2.6,3121,1,0,254,124.0,1890,31,144.9898,2,14949
2665,2,0,1500000,4,19,4.5,3181,1,2,222,108.0,1930,26,144.9995,5,7717
3470,3,0,870000,3,155,13.8,3084,1,2,698,137.0,1960,0,145.0837,0,2698
3834,3,0,925000,3,239,7.8,3012,1,1,275,100.0,1920,16,144.8802,6,1808
133,2,2,592500,1,260,6.3,3143,1,1,0,73.0,1970,26,145.0174,5,4836
3457,3,0,960000,1,146,13.8,3084,2,2,656,183.0,1990,0,145.0995,0,2698
6177,3,0,583500,1,213,10.5,3020,1,1,672,110.0,1970,3,144.80996000000002,6,6763
6257,3,0,960500,1,32,20.0,3194,2,2,535,132.0,1985,-1,145.0918,4,6162
2316,4,0,1160000,1,82,14.6,3189,2,2,588,199.0,2011,12,145.0477,5,2555
3944,3,0,1050000,3,32,14.0,3166,2,2,544,146.0,1970,20,145.1024,5,3224
492,4,0,1115000,3,32,13.9,3165,2,2,575,160.0,1960,8,145.0654,5,10969
2415,2,2,550055,3,106,2.3,3051,1,2,1004,65.0,1971,18,144.9441,2,6821
4133,2,0,677776,3,106,7.8,3058,1,2,0,64.0,1980,23,144.9496,2,11204
4818,1,2,280000,3,227,11.4,3204,1,1,821,33.0,1975,8,145.04637,5,3578
1463,2,2,556000,1,255,4.4,3031,2,1,0,79.0,2009,21,144.9356,2,3593
2515,3,0,850500,1,32,14.7,3167,1,2,531,118.0,1962,12,145.082,4,3692
3983,3,0,720000,1,155,14.5,3042,1,1,696,132.0,1975,3,144.8586,6,1119
2677,2,0,1582000,1,135,4.5,3181,1,0,214,122.0,1915,26,145.0066,5,7717
2963,2,2,696000,1,106,2.6,3121,2,1,0,68.0,2008,31,145.0104,2,14949
2653,3,2,710000,1,68,4.5,3181,1,1,0,114.0,1900,26,144.9943,5,7717
6802,4,0,1112000,1,193,12.0,3073,2,10,1002,170.0,1985,-1,145.03086000000002,2,21650
2639,3,0,1350000,1,260,3.8,3207,1,1,114,138.0,1990,18,144.939,5,8648
2483,2,0,910000,1,106,5.5,3070,1,1,150,81.0,1995,6,144.9955,2,11364
4269,3,0,2250000,1,73,11.2,3145,1,2,840,170.0,1950,26,145.0791,5,8801
141,2,2,704000,3,85,6.3,3143,1,1,0,74.0,1969,26,145.0186,5,4836
6223,3,0,857000,1,179,23.0,3136,2,1,1007,250.0,1980,-1,145.29163,0,2985
2744,3,0,1162500,1,155,8.8,3072,2,2,463,123.0,1920,6,144.9921,2,14577
4277,4,0,1190000,1,204,8.7,3032,3,2,224,205.0,2015,16,144.8885,6,4918
4683,4,0,2220000,1,111,5.7,3078,2,3,580,184.0,1930,6,145.0284,2,2211
272,3,0,805000,1,155,10.5,3034,2,2,593,103.0,1970,21,144.8581,6,4502
2771,2,2,427500,1,127,11.2,3073,1,1,146,84.0,1980,6,145.0014,2,21650
5466,2,0,575500,1,193,14.0,3047,1,1,662,98.0,1960,11,144.91113,2,851
1699,4,0,2000000,0,260,13.7,3188,3,4,615,248.0,1925,1,145.0072,5,5454
6434,2,0,1325000,0,106,7.3,3102,1,2,422,88.0,1940,-1,145.05662,5,2671
4759,4,0,1750000,1,90,16.7,3150,1,2,655,161.0,1970,20,145.15267,0,15321
4241,4,0,1650000,0,146,7.9,3079,2,1,589,185.0,1910,0,145.037,0,5549
4369,3,0,595000,3,16,11.2,3073,1,1,490,116.0,1970,6,144.9817,2,21650
1865,2,2,587000,1,146,7.9,3079,1,1,721,78.0,1960,0,145.0406,0,5549
3173,3,0,920000,0,135,6.1,3182,2,2,124,134.0,2000,25,144.9851,5,13240
1954,2,2,666000,1,155,4.2,3031,1,2,1111,92.0,1998,18,144.9321,2,5263
2917,3,0,1420000,1,106,2.6,3121,1,0,198,119.0,1890,31,145.0007,2,14949
3214,3,0,850000,4,53,9.7,3041,3,3,250,207.0,2016,21,144.9036,6,3284
3302,4,0,705000,1,67,13.5,3020,2,4,759,198.0,1975,3,144.8213,6,6763
5227,3,0,1451000,1,16,14.3,3109,2,2,695,130.52,1960,15,145.15493,0,10999
5821,3,0,1307500,1,196,5.3,3070,2,0,258,124.0,1920,6,144.98621,2,11364
5679,1,2,400000,4,260,4.6,3181,1,2,0,50.0,1960,26,145.00832,5,7717
4664,3,0,610000,0,257,14.0,3021,1,2,563,171.0,1989,3,144.81107,6,14042
4803,4,0,732000,1,90,17.9,3082,2,1,808,184.0,1980,29,145.06982,2,10529
5225,4,0,1255000,1,196,22.2,3172,2,3,624,277.0,2004,12,145.12278,4,3940
936,3,0,1600000,1,255,11.4,3163,2,2,751,40.0,1923,8,145.0648,5,7822
1822,3,0,800000,1,92,9.4,3081,1,3,633,88.0,1950,0,145.0422,0,2674
5637,4,0,1645000,0,73,8.8,3081,2,4,596,120.0,1930,0,145.05051,0,2947
6142,3,0,1001000,1,90,18.8,3170,1,2,727,168.0,1970,20,145.16152,4,7113
3380,3,0,1509000,1,16,13.8,3107,2,2,812,158.0,1960,15,145.1141,0,5420
3789,3,0,1110000,1,155,10.6,3084,1,2,600,190.0,1950,0,145.0722,0,2890
4725,3,0,1240000,1,163,17.9,3192,1,4,605,130.0,1960,12,145.07036000000002,5,9758
3267,4,0,736000,1,16,13.3,3020,1,2,615,133.0,1955,3,144.8414,6,4217
2063,3,0,490000,3,23,9.2,3012,1,2,269,80.0,1960,16,144.8665,6,3873
6426,4,0,2325000,1,106,5.3,3122,3,2,649,227.0,1920,-1,145.0429,5,11308
579,4,0,2145000,1,32,11.2,3186,2,1,550,197.0,1910,1,145.0017,5,10579
1872,2,2,500000,0,196,7.9,3079,1,1,71,70.0,1960,0,145.0406,0,5549
6106,2,2,450000,1,255,10.1,3163,1,1,0,77.0,2010,8,145.04038,5,2403
1430,3,1,1015000,1,49,3.5,3068,2,1,112,145.0,2000,31,144.9825,2,6244
2487,2,2,476000,1,260,11.5,3046,1,1,189,85.0,1995,23,144.9191,2,2651
6352,3,0,1650000,1,260,4.6,3181,1,0,435,200.0,1966,-1,145.00734,5,7717
6131,3,1,360000,3,193,17.4,3048,1,1,154,108.0,2008,11,144.91883,2,4704
4811,3,1,1011000,1,140,14.2,3149,2,2,297,135.0,2001,20,145.12853,0,13366
5058,4,0,2525000,1,32,10.3,3187,2,2,725,300.0,2000,1,145.01518000000002,5,6938
3996,4,0,1908000,1,155,3.7,3054,2,1,256,156.0,1890,31,144.9681,2,1008
3882,3,0,1470000,1,255,11.8,3204,2,2,0,163.0,1980,8,145.0439,5,3578
181,4,0,1640000,1,194,5.9,3032,3,2,562,204.0,1890,21,144.903,6,6567
3770,3,1,1590000,1,106,7.5,3123,2,2,289,181.0,2010,2,145.0525,5,6482
5104,4,0,3600000,1,135,8.4,3145,3,2,552,355.0,2015,26,145.04958,5,8801
5200,3,0,1930000,1,135,8.4,3126,2,1,359,119.0,1910,2,145.07403,5,3265
2581,2,0,1570000,1,16,9.9,3044,1,1,746,265.0,1950,23,144.9496,2,7485
603,4,0,2475000,4,135,11.2,3186,2,2,605,274.0,1920,1,145.0064,5,10579
2325,3,0,655800,1,85,8.4,3015,2,1,178,102.0,2009,10,144.8651,6,5498
6512,5,0,883300,1,82,17.5,3169,2,2,402,177.0,1980,-1,145.11108000000002,4,2727
3778,1,2,430000,1,106,7.5,3123,1,1,2276,58.0,1950,2,145.0547,5,6482
3749,3,0,1700000,4,106,7.5,3123,2,1,646,228.0,1980,2,145.0469,5,6482
4310,3,0,1075000,3,194,8.4,3015,1,0,452,146.0,1950,10,144.8886,6,5498
6154,4,0,620000,1,260,14.7,3030,2,2,448,238.0,2011,30,144.73946,6,15542
4329,4,0,1600000,0,196,14.0,3166,3,4,691,213.0,1950,20,145.0993,5,3224
6047,3,0,606000,1,140,23.2,3153,1,1,424,94.0,1970,13,145.25545,0,5030
4671,3,0,2100000,4,106,10.2,3127,1,9,841,124.0,1960,28,145.10929,5,5457
1507,2,0,711000,3,104,6.4,3011,1,2,253,90.0,1910,16,144.8887,6,7570
2706,3,0,1200000,1,127,8.8,3072,1,1,847,120.0,1965,6,144.9849,2,14577
3794,2,1,690000,3,146,10.6,3084,1,1,110,88.0,2010,0,145.07,0,2890
5266,4,0,2800000,0,192,5.3,3122,2,2,750,192.0,1910,2,145.04281,5,11308
2256,2,0,1015000,1,155,6.9,3039,1,1,228,125.0,1910,21,144.9183,6,6232
1790,2,2,627500,1,106,4.6,3122,2,2,0,89.0,2000,2,145.0224,5,11308
4904,4,0,1330000,0,260,13.8,3165,2,2,566,191.0,1950,8,145.07997,5,10969
5319,3,0,730000,1,266,22.7,3174,1,4,695,130.0,1963,9,145.16618,4,11806
2139,3,0,975000,0,31,8.7,3032,1,2,597,154.0,1970,16,144.8877,6,4918
